cpd_index,r1,r2,r3,smiles,expt_t_max_count,r1_reagent,r2_reagent,r3_reagent,protein,expt,mw,log_p
OpenDEL0031-22-513-34,22,513,34,CCOc1ccc(NCc2ccc(-c3ccc(OC)s3)cc2N2CC[C@@H](C(=O)NC)C2)c(F)c1,10,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,COC1=CC=C(B2OC(C)(C)C(C)(C)O2)S1,CCOC1C=CC(N)=C(F)C=1,neg_control,expt007,483.6090000000002,5.145900000000005
OpenDEL0031-22-513-449,22,513,449,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc(OC)s3)ccc2CNc2ccc(F)cc2C)C1,12,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,COC1=CC=C(B2OC(C)(C)C(C)(C)O2)S1,FC1C=CC(N)=C(C)C=1,neg_control,expt007,453.5830000000002,5.055620000000005
OpenDEL0031-22-513-911,22,513,911,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc(OC)s3)ccc2CN(C)Cc2noc(C(C)C)n2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,COC1=CC=C(B2OC(C)(C)C(C)(C)O2)S1,CNCC1=NOC(C(C)C)=N1,neg_control,expt007,483.6380000000003,4.134400000000004
OpenDEL0031-22-523-435,22,523,435,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc4c3OCC4)ccc2CNc2cccc(F)c2C)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,CC1(OB(C2C=CC=C3C=2OCC3)OC1(C)C)C,CC1C(N)=CC=CC=1F,neg_control,expt007,459.5650000000002,4.9204200000000045
OpenDEL0031-22-535-601,22,535,601,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc4ccsc4c3)ccc2CNc2ccc(CC#N)cc2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,C1=CC2=C(C=C(B3OC(C)(C)C(C)(C)O3)C=C2)S1,N#CCC1C=CC(N)=CC=1,neg_control,expt007,480.6370000000003,5.818780000000005
OpenDEL0031-22-540-34,22,540,34,CCOc1ccc(NCc2ccc(-c3cccc(C4CC4)c3)cc2N2CC[C@@H](C(=O)NC)C2)c(F)c1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,OB(C1C=CC=C(C2CC2)C=1)O,CCOC1C=CC(N)=C(F)C=1,neg_control,expt007,487.6190000000003,5.953200000000006
OpenDEL0031-22-550-8,22,550,8,CCCCc1cccc(NCc2ccc(-c3ccc(C=O)cc3)cc2N2CC[C@@H](C(=O)NC)C2)c1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,O=CC1C=CC(B(O)O)=CC=1,CCCCC1C=CC=C(N)C=1,neg_control,expt007,469.62900000000025,5.693100000000006
OpenDEL0031-22-582-34,22,582,34,CCOc1ccc(NCc2ccc(-c3cccc(COC(C)C)c3)cc2N2CC[C@@H](C(=O)NC)C2)c(F)c1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,CC(OCC1C=CC=C(B(O)O)C=1)C,CCOC1C=CC(N)=C(F)C=1,neg_control,expt007,519.6610000000003,6.000800000000005
OpenDEL0031-22-582-392,22,582,392,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc(COC(C)C)c3)ccc2CNc2cccc(C(C)C)c2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,CC(OCC1C=CC=C(B(O)O)C=1)C,CC(C1C=CC=C(N)C=1)C,neg_control,expt007,499.6990000000003,6.586400000000007
OpenDEL0031-22-582-745,22,582,745,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc(COC(C)C)c3)ccc2CNc2c(C)noc2C)C1,6,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,CC(OCC1C=CC=C(B(O)O)C=1)C,CC1=NOC(C)=C1N,neg_control,expt007,476.6210000000003,5.067840000000005
OpenDEL0031-22-584-1467,22,584,1467,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc(C(N)=O)s3)ccc2CNc2cc(C(C)(C)C)on2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,NC(C1=CC=C(B2OC(C)(C)C(C)(C)O2)S1)=O,NC1=NOC(C(C)(C)C)=C1,neg_control,expt007,481.6220000000003,3.983900000000003
OpenDEL0031-22-584-40,22,584,40,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc(C(N)=O)s3)ccc2CNc2cc(F)c(C)cc2F)C1,11,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,NC(C1=CC=C(B2OC(C)(C)C(C)(C)O2)S1)=O,CC1C=C(F)C(N)=CC=1F,neg_control,expt007,484.57200000000023,4.285020000000003
OpenDEL0031-22-584-989,22,584,989,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc(C(N)=O)s3)ccc2CN2CCOCC2c2ccco2)C1,6,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,NC(C1=CC=C(B2OC(C)(C)C(C)(C)O2)S1)=O,C1CNC(C2=CC=CO2)CO1,neg_control,expt007,494.61700000000036,3.2528000000000024
OpenDEL0031-22-594-640,22,594,640,CNC(=O)[C@@H]1CCN(c2cc(-c3ccccc3OC(F)(F)F)ccc2CNc2ccc(OC)cc2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,OB(C1C=CC=CC=1OC(F)(F)F)O,COC1C=CC(N)=CC=1,neg_control,expt007,499.53300000000024,5.445200000000004
OpenDEL0031-22-596-40,22,596,40,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc(C(F)(F)F)o3)ccc2CNc2cc(F)c(C)cc2F)C1,9,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,FC(C1=CC=C(B2OC(C)(C)C(C)(C)O2)O1)(F)F,CC1C=C(F)C(N)=CC=1F,neg_control,expt007,493.4760000000002,5.736420000000004
OpenDEL0031-22-598-4,22,598,4,CNC(=O)[C@@H]1CCN(c2cc(-c3nn(C)cc3C)ccc2CNc2ccc(F)cc2F)C1,7,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,OB(C1=NN(C)C=C1C)O,FC1C=CC(N)=C(F)C=1,neg_control,expt007,439.51000000000016,3.858120000000002
OpenDEL0031-22-608-701,22,608,701,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc4c(c3)C(=O)NCCO4)ccc2CNc2cc(Cl)ccc2F)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,O=C1NCCOC(C12)=CC=C(B3OC(C)(C)C(C)(C)O3)C=2,ClC1C=CC(F)=C(N)C=1,neg_control,expt007,523.0080000000002,4.452700000000003
OpenDEL0031-22-615-443,22,615,443,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc4c(c3)CC(C)O4)ccc2CNc2ccccc2C)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,OB(C1C=CC2=C(CC(C)O2)C=1)O,CC1C=CC=CC=1N,neg_control,expt007,455.60200000000026,5.169820000000005
OpenDEL0031-22-63-408,22,63,408,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc4oc(=O)[nH]c4c3)ccc2CNc2ccc3nc(C)oc3c2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,OB(C1C=CC2=C(NC(=O)O2)C=1)O,NC1C=CC2=C(OC(C)=N2)C=1,neg_control,expt007,497.5550000000003,4.422120000000003
OpenDEL0031-22-630-382,22,630,382,CNC(=O)[C@@H]1CCN(c2cc(-c3ccn4ccnc4c3)ccc2CNc2ccccc2C(C)(C)C)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,C1=CN2C(C=C(B3OC(C)(C)C(C)(C)O3)C=C2)=N1,NC1C=CC=CC=1C(C)(C)C,neg_control,expt007,481.6440000000003,5.483200000000005
OpenDEL0031-22-634-34,22,634,34,CCOc1ccc(NCc2ccc(-c3csc(C#N)c3)cc2N2CC[C@@H](C(=O)NC)C2)c(F)c1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,N#CC1SC=C(B(O)O)C=1,CCOC1C=CC(N)=C(F)C=1,neg_control,expt007,478.59300000000025,5.008980000000005
OpenDEL0031-22-634-382,22,634,382,CNC(=O)[C@@H]1CCN(c2cc(-c3csc(C#N)c3)ccc2CNc2ccccc2C(C)(C)C)C1,6,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,N#CC1SC=C(B(O)O)C=1,NC1C=CC=CC=1C(C)(C)C,neg_control,expt007,472.6580000000003,5.768680000000005
OpenDEL0031-22-634-396,22,634,396,CNC(=O)[C@@H]1CCN(c2cc(-c3csc(C#N)c3)ccc2CNc2ccccc2C(N)=O)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,N#CC1SC=C(B(O)O)C=1,NC(C1C=CC=CC=1N)=O,neg_control,expt007,459.5750000000003,3.570080000000001
OpenDEL0031-22-634-605,22,634,605,CNC(=O)[C@@H]1CCN(c2cc(-c3csc(C#N)c3)ccc2CNc2cccc(C(C)(C)C)c2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,N#CC1SC=C(B(O)O)C=1,NC1C=CC=C(C(C)(C)C)C=1,neg_control,expt007,472.6580000000003,5.768680000000005
OpenDEL0031-22-634-647,22,634,647,CNC(=O)[C@@H]1CCN(c2cc(-c3csc(C#N)c3)ccc2CNc2cccc(C)c2F)C1,7,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,N#CC1SC=C(B(O)O)C=1,CC1C=CC=C(N)C=1F,neg_control,expt007,448.56700000000023,4.918700000000004
OpenDEL0031-22-643-2329,22,643,2329,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc4c(c3)CCO4)ccc2CN2CCOC(C(F)(F)F)C2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,OB(C1C=CC2=C(CCO2)C=1)O,FC(C1CNCCO1)(F)F,neg_control,expt007,489.5380000000003,3.6239000000000026
OpenDEL0031-22-643-40,22,643,40,CNC(=O)[C@@H]1CCN(c2cc(-c3ccc4c(c3)CCO4)ccc2CNc2cc(F)c(C)cc2F)C1,10,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,OB(C1C=CC2=C(CCO2)C=1)O,CC1C=C(F)C(N)=CC=1F,neg_control,expt007,477.55500000000023,5.0595200000000045
OpenDEL0031-22-648-36,22,648,36,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc(C)c3C#N)ccc2CNc2ccc(C)cc2OC)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,N#CC1C(C)=CC=CC=1B2OC(C)(C)C(C)(C)O2,COC1C=C(C)C=CC=1N,neg_control,expt007,468.6010000000003,5.0351200000000045
OpenDEL0031-22-657-931,22,657,931,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc(-c4ncc[nH]4)c3)ccc2CN2CCCCc3ccccc32)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,C1=CN=C(C2C=CC=C(B3OC(C)(C)C(C)(C)O3)C=2)[NH]1,C1CCC2=C(C=CC=C2)NC1,neg_control,expt007,505.6660000000004,5.658900000000006
OpenDEL0031-22-80-35,22,80,35,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc(OC)c3F)ccc2CNc2c(F)cc(O)cc2F)C1,6,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1F,OC1C=C(F)C(N)=C(F)C=1,neg_control,expt007,485.5060000000002,4.669500000000005
OpenDEL0031-22-80-435,22,80,435,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc(OC)c3F)ccc2CNc2cccc(F)c2C)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1F,CC1C(N)=CC=CC=1F,neg_control,expt007,465.5440000000002,5.133220000000005
OpenDEL0031-22-84-1372,22,84,1372,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc(C#N)c3)ccc2CNc2nc(C#N)c(C#N)[nH]2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,N#CC1C=CC=C(B(O)O)C=1,N#CC1N=C(N)[NH]C=1C#N,neg_control,expt007,450.50600000000026,2.8761400000000004
OpenDEL0031-22-96-931,22,96,931,CNC(=O)[C@@H]1CCN(c2cc(-c3cccc(S(C)(=O)=O)c3)ccc2CN2CCCCc3ccccc32)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@@H](C(=O)O)C2,OB(C1C=CC=C(S(=O)(C)=O)C=1)O,C1CCC2=C(C=CC=C2)NC1,neg_control,expt007,517.6950000000004,4.672300000000004
OpenDEL0031-23-100-16,23,100,16,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4c(c3)CC4)ccc2CNc2ccccc2)C1,8,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(CC2)C=1)O,NC1C=CC=CC=1,neg_control,expt007,411.54900000000015,4.636600000000004
OpenDEL0031-23-100-2179,23,100,2179,CCC[C@H](NCc1ccc(-c2ccc3c(c2)CC3)cc1N1CC[C@H](C(=O)NC)C1)C(F)(F)F,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(CC2)C=1)O,CCC[C@@H](C(F)(F)F)N,neg_control,expt007,459.55600000000015,4.845100000000004
OpenDEL0031-23-100-2220,23,100,2220,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4c(c3)CC4)ccc2CN[C@@H](CC(C)C)C(F)(F)F)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(CC2)C=1)O,CC(C[C@@H](C(F)(F)F)N)C,neg_control,expt007,473.5830000000002,5.091100000000004
OpenDEL0031-23-100-767,23,100,767,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4c(c3)CC4)ccc2CNc2ccc(Cl)c(C)n2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(CC2)C=1)O,NC1C=CC(Cl)=C(C)N=1,neg_control,expt007,461.0090000000002,4.993420000000005
OpenDEL0031-23-142-1906,23,142,1906,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4c(c3)OCO4)ccc2CN(C)CC(C)(C)C#N)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(OCO2)C=1)O,CNCC(C#N)(C)C,neg_control,expt007,448.5670000000003,3.636180000000003
OpenDEL0031-23-142-4,23,142,4,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4c(c3)OCO4)ccc2CNc2ccc(F)cc2F)C1,7,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(OCO2)C=1)O,FC1C=CC(N)=C(F)C=1,neg_control,expt007,465.50000000000017,4.544900000000004
OpenDEL0031-23-142-604,23,142,604,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4c(c3)OCO4)ccc2CNc2c(C)cccc2C)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(OCO2)C=1)O,CC1C=CC=C(C)C=1N,neg_control,expt007,457.57400000000024,4.883540000000004
OpenDEL0031-23-142-701,23,142,701,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4c(c3)OCO4)ccc2CNc2cc(Cl)ccc2F)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(OCO2)C=1)O,ClC1C=CC(F)=C(N)C=1,neg_control,expt007,481.95500000000015,5.059200000000004
OpenDEL0031-23-148-931,23,148,931,CNC(=O)[C@H]1CCN(c2cc(-c3ccc(C)cc3)ccc2CN2CCCCc3ccccc32)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CC1C=CC(B(O)O)=CC=1,C1CCC2=C(C=CC=C2)NC1,neg_control,expt007,453.6300000000004,5.577220000000007
OpenDEL0031-23-166-2434,23,166,2434,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(O)c3)ccc2CNc2ccc(N(C)C)c(C)c2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC=C(O)C=1)O,NC1C=CC(N(C)C)=C(C)C=1,neg_control,expt007,458.6060000000003,4.618020000000004
OpenDEL0031-23-182-644,23,182,644,CNC(=O)c1cc(-c2ccc(CNc3ccc(F)c(F)c3C)c(N3CC[C@H](C(=O)NC)C3)c2)ccc1F,6,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CNC(C1C=C(B(O)O)C=CC=1F)=O,NC1C=CC(F)=C(F)C=1C,neg_control,expt007,510.5600000000003,4.623320000000003
OpenDEL0031-23-195-583,23,195,583,CNC(=O)[C@H]1CCN(c2cc(-c3cccnc3C)ccc2CNc2cccc(C(F)F)c2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC=NC=1C)O,NC1C=CC=C(C(F)F)C=1,neg_control,expt007,450.5330000000002,5.179020000000004
OpenDEL0031-23-206-931,23,206,931,CCOc1cccc(-c2ccc(CN3CCCCc4ccccc43)c(N3CC[C@H](C(=O)NC)C3)c2)c1F,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CCOC1C=CC=C(B(O)O)C=1F,C1CCC2=C(C=CC=C2)NC1,neg_control,expt007,501.6460000000002,5.806600000000005
OpenDEL0031-23-208-1333,23,208,1333,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(OC4CCCC4)c3)ccc2CNc2ccc(Cl)cn2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC=C(OC2CCCC2)C=1)O,NC1C=CC(Cl)=CN=1,neg_control,expt007,505.0620000000003,5.907800000000006
OpenDEL0031-23-215-443,23,215,443,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4occc4c3)ccc2CNc2ccccc2C)C1,9,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,C1OC2=C(C=C(B3OC(C)(C)C(C)(C)O3)C=C2)C=1,CC1C=CC=CC=1N,neg_control,expt007,439.5590000000002,5.592620000000005
OpenDEL0031-23-215-573,23,215,573,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4occc4c3)ccc2CNc2ccc(C)c(F)c2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,C1OC2=C(C=C(B3OC(C)(C)C(C)(C)O3)C=C2)C=1,NC1C=CC(C)=C(F)C=1,neg_control,expt007,457.5490000000002,5.731720000000005
OpenDEL0031-23-215-602,23,215,602,CNC(=O)[C@H]1CCN(c2cc(-c3ccc4occc4c3)ccc2CNc2cc(F)c(C)c(F)c2)C1,7,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,C1OC2=C(C=C(B3OC(C)(C)C(C)(C)O3)C=C2)C=1,NC1C=C(F)C(C)=C(F)C=1,neg_control,expt007,475.5390000000002,5.870820000000005
OpenDEL0031-23-218-453,23,218,453,CNC(=O)[C@H]1CCN(c2cc(-c3cccc4c3OCO4)ccc2CNc2cc(F)ccc2C)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CC1(OB(C2C=CC=C3C=2OCO3)OC1(C)C)C,FC1C=CC(C)=C(N)C=1,neg_control,expt007,461.5370000000002,4.714220000000004
OpenDEL0031-23-218-562,23,218,562,CNC(=O)[C@H]1CCN(c2cc(-c3cccc4c3OCO4)ccc2CNc2ccc(C(C)C)cc2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CC1(OB(C2C=CC=C3C=2OCO3)OC1(C)C)C,CC(C1C=CC(N)=CC=1)C,neg_control,expt007,471.6010000000002,5.390100000000005
OpenDEL0031-23-221-459,23,221,459,CNC(=O)[C@H]1CCN(c2cc(-c3ccc(C)nc3)ccc2CNc2ccc3c(c2)OCCO3)C1,6,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CC1C=CC(B2OC(C)(C)C(C)(C)O2)=CN=1,NC1C=CC2=C(OCCO2)C=1,neg_control,expt007,458.56200000000035,4.012620000000003
OpenDEL0031-23-223-767,23,223,767,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(NC(=O)C(C)C)c3)ccc2CNc2ccc(Cl)c(C)n2)C1,10,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CC(C(NC1C=CC=C(B(O)O)C=1)=O)C,NC1C=CC(Cl)=C(C)N=1,neg_control,expt007,520.0770000000002,5.489320000000005
OpenDEL0031-23-227-441,23,227,441,CCCCOc1cccc(-c2ccc(CNc3ccc(F)c(C)c3C)c(N3CC[C@H](C(=O)NC)C3)c2)c1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CCCCOC1C=CC=C(B(O)O)C=1,NC1C=CC(F)=C(C)C=1C,neg_control,expt007,503.6620000000003,6.472840000000006
OpenDEL0031-23-228-1372,23,228,1372,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(-c4ccccc4)c3)ccc2CNc2nc(C#N)c(C#N)[nH]2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC=C(C2C=CC=CC=2)C=1)O,N#CC1N=C(N)[NH]C=1C#N,neg_control,expt007,501.5940000000003,4.671460000000003
OpenDEL0031-23-229-1110,23,229,1110,CNC(=O)[C@H]1CCN(c2cc(-c3cc(C)ccc3C)ccc2CNc2nnc(C(C)(C)C)[nH]2)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=C(C)C=CC=1C)O,NC1=NN=C(C(C)(C)C)[NH]1,neg_control,expt007,460.62600000000026,4.570440000000003
OpenDEL0031-23-230-645,23,230,645,CCc1ccc(NCc2ccc(-c3ccc4scc(C)c4c3)cc2N2CC[C@H](C(=O)NC)C2)cc1,6,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(C(C)=CS2)C=1)O,CCC1C=CC(N)=CC=1,neg_control,expt007,483.6810000000003,6.623520000000006
OpenDEL0031-23-241-461,23,241,461,CCCc1ccc(NCc2ccc(-c3ccc4ccoc4c3)cc2N2CC[C@H](C(=O)NC)C2)cc1,6,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,OB(C1C=CC2=C(OC=C2)C=1)O,CCCC1C=CC(N)=CC=1,neg_control,expt007,467.6130000000003,6.236700000000007
OpenDEL0031-23-276-1166,23,276,1166,CCc1ncc(F)cc1NCc1ccc(-c2cccc(OC)c2OC)cc1N1CC[C@H](C(=O)NC)C1,8,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,CCC1N=CC(F)=CC=1N,neg_control,expt007,492.59500000000037,4.6517000000000035
OpenDEL0031-23-276-1417,23,276,1417,CCCCn1ncc(C)c1NCc1ccc(-c2cccc(OC)c2OC)cc1N1CC[C@H](C(=O)NC)C1,7,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,CCCCN1N=CC(C)=C1N,neg_control,expt007,505.66300000000035,4.860220000000004
OpenDEL0031-23-276-384,23,276,384,CCC(C)c1ccccc1NCc1ccc(-c2cccc(OC)c2OC)cc1N1CC[C@H](C(=O)NC)C1,8,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,CCC(C1C=CC=CC=1N)C,neg_control,expt007,501.67100000000033,6.068700000000006
OpenDEL0031-23-276-40,23,276,40,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(OC)c3OC)ccc2CNc2cc(F)c(C)cc2F)C1,10,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,CC1C=C(F)C(N)=CC=1F,neg_control,expt007,495.5700000000003,5.1418200000000045
OpenDEL0031-23-276-444,23,276,444,CCc1ccccc1NCc1ccc(-c2cccc(OC)c2OC)cc1N1CC[C@H](C(=O)NC)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,CCC1C=CC=CC=1N,neg_control,expt007,473.6170000000003,5.117600000000005
OpenDEL0031-23-276-594,23,276,594,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(OC)c3OC)ccc2CNc2cc(C)ccc2F)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,CC1C=CC(F)=C(N)C=1,neg_control,expt007,477.58000000000027,5.0027200000000045
OpenDEL0031-23-276-626,23,276,626,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(OC)c3OC)ccc2CNc2ccccc2OC(C)C)C1,8,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,CC(OC1C=CC=CC=1N)C,neg_control,expt007,503.6430000000003,5.342400000000005
OpenDEL0031-23-276-893,23,276,893,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(OC)c3OC)ccc2CNc2cc(OC)ccc2C)C1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,COC1C=CC(C)=C(N)C=1,neg_control,expt007,489.6160000000003,4.872220000000004
OpenDEL0031-23-276-931,23,276,931,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(OC)c3OC)ccc2CN2CCCCc3ccccc32)C1,10,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,C1CCC2=C(C=CC=C2)NC1,neg_control,expt007,499.6550000000004,5.286000000000006
OpenDEL0031-23-276-964,23,276,964,CNC(=O)[C@H]1CCN(c2cc(-c3cccc(OC)c3OC)ccc2CNc2ccccc2Cl)C1,7,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,COC1C=CC=C(B(O)O)C=1OC,NC1C=CC=CC=1Cl,neg_control,expt007,480.00800000000027,5.208600000000005
OpenDEL0031-23-280-1012,23,280,1012,CCc1ccc(-c2ccc(CNCCCOC(C)C)c(N3CC[C@H](C(=O)NC)C3)c2)cc1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CCC1C=CC(B(O)O)=CC=1,NCCCOC(C)C,neg_control,expt007,437.62800000000016,4.393000000000003
OpenDEL0031-23-280-1051,23,280,1051,CCc1ccc(-c2ccc(CNC(C)c3nccs3)c(N3CC[C@H](C(=O)NC)C3)c2)cc1,5,O=CC1C=CC(Br)=CC=1N2CC[C@H](C(=O)O)C2,CCC1C=CC(B(O)O)=CC=1,CC(C1=NC=CS1)N,neg_control,expt007,448.6360000000002,4.795600000000003
